p_value,stat,time
0.0,17.08473555911986,0.034256935119628906
0.0,12.399764083786293,0.01250600814819336
0.0,12.13947956642465,0.012953042984008789
0.0,13.830219492815361,0.012149333953857422
0.0,14.919761813420832,0.012181282043457031
0.0,14.209558110223908,0.011669397354125977
0.0,10.418053953938703,0.011974573135375977
0.0,14.091383747877096,0.01140737533569336
0.0,15.180622348691994,0.011891603469848633
0.0,13.189798372150197,0.007027149200439453
0.0,13.788434769362716,0.005913496017456055
0.0,11.268424626259607,0.005960702896118164
0.0,13.415515067426512,0.005852937698364258
0.0,13.692026609127776,0.0059566497802734375
0.0,15.88494958168015,0.005839824676513672
0.0,13.543025218062436,0.006128787994384766
0.0,13.074725979925546,0.007622957229614258
0.0,14.523325298382796,0.006201744079589844
0.0,9.844923666974514,0.010042667388916016
0.0,16.197718287991073,0.006072044372558594
0.0,17.650105065759913,0.006234884262084961
0.0,14.540813499888236,0.0058116912841796875
0.0,16.332501928492874,0.006010293960571289
0.0,9.376534260026553,0.00605010986328125
0.0,13.786040132239814,0.006155729293823242
0.0,13.506932946001497,0.00654149055480957
0.0,14.212130966618929,0.005974292755126953
0.0,12.795756423947395,0.005840301513671875
0.0,10.374148227793285,0.005929470062255859
0.0,15.810678589474877,0.005753517150878906
0.0,11.544367792038928,0.005847454071044922
0.0,21.72987473743647,0.006154537200927734
0.0,22.004866946021036,0.005982637405395508
0.0,14.931129670584319,0.00589299201965332
0.0,14.11532881267645,0.0059354305267333984
0.0,14.3664183607415,0.005918741226196289
0.0,15.868897431552403,0.006218910217285156
0.0,17.49355258041049,0.005833148956298828
0.0,13.71567258134505,0.005819559097290039
0.0,12.801563874858932,0.006106853485107422
0.0,11.066669778204993,0.005820751190185547
0.0,17.271998501594933,0.005800485610961914
0.0,12.232547893164606,0.005919694900512695
0.0,10.015042146713279,0.0058290958404541016
0.0,12.17245822286128,0.005894660949707031
0.0,16.327968038243732,0.0058612823486328125
0.0,15.66566354669827,0.0058023929595947266
0.0,14.665853862293854,0.005988359451293945
0.0,12.513720548026726,0.005959749221801758
0.0,16.940824118380736,0.005846738815307617
0.0,13.49962932444732,0.0062482357025146484
0.0,11.990302277221957,0.006852149963378906
0.0,12.143944136978613,0.0058972835540771484
0.0,12.722325273215839,0.006034135818481445
0.0,14.322897867172525,0.005774021148681641
0.0,12.663397493469683,0.005936861038208008
0.0,17.464800483219285,0.006524562835693359
0.0,14.678534059833407,0.005910158157348633
0.0,14.834296430115662,0.005884647369384766
0.0,14.764278919695535,0.005883455276489258
0.0,15.93159241940922,0.00585484504699707
0.0,11.81433052029517,0.00585484504699707
0.0,11.474268719982227,0.00588536262512207
0.0,21.50254423185045,0.0059087276458740234
0.0,15.624467302948803,0.006073713302612305
0.0,14.359729039267487,0.0059893131256103516
0.0,15.105805095987,0.0074541568756103516
0.0,15.38831730943208,0.00685429573059082
0.0,10.537846124821096,0.005846261978149414
0.0,12.418063345253255,0.0060405731201171875
0.0,11.27815973366914,0.0059070587158203125
0.0,13.116707808103454,0.0059316158294677734
0.0,12.494058845880092,0.0065648555755615234
0.0,19.33846595777271,0.005978107452392578
0.0,12.395904896364023,0.005894184112548828
0.0,11.572124191228292,0.0060193538665771484
0.0,13.382365249966215,0.0058765411376953125
0.0,14.961255928647581,0.005917787551879883
0.0,23.865803187951215,0.005801200866699219
0.0,13.38514456457891,0.0058441162109375
0.0,11.845504588621024,0.006089925765991211
0.0,14.295115445190376,0.005857944488525391
0.0,16.8312958523611,0.0060389041900634766
4.788593848115141e-07,4.900132842336844,0.005922794342041016
0.0,11.882220241038569,0.005790233612060547
0.0,17.321579925659577,0.0059163570404052734
0.0,12.128856541538072,0.005812406539916992
0.0,18.434287668954696,0.005848407745361328
0.0,8.961009870974639,0.0062122344970703125
0.0,14.838292446979466,0.006474733352661133
0.0,10.970945023664,0.005908966064453125
0.0,12.924571379907345,0.005846500396728516
0.0,11.629990486308374,0.005813121795654297
0.0,15.107081808748337,0.0058248043060302734
0.0,13.64286490472686,0.005948781967163086
0.0,15.917799646675133,0.0058786869049072266
0.6256265688150917,-0.3202921645149888,0.0059664249420166016
0.0,11.546624351892701,0.0059392452239990234
0.0,11.299467005317084,0.0060465335845947266
0.0,14.24107584605518,0.005973339080810547
