p_value,stat,time
0.0015167362547050534,2.9643254811373256,0.00881505012512207
0.275887384187401,0.5951027831695956,0.00856781005859375
0.1361768684736906,1.0976582727393351,0.009711027145385742
0.002415758329617268,2.8180574335001074,0.008600711822509766
0.15258673871811612,1.0254021430107494,0.009604454040527344
2.8810211610830194e-06,4.534937948145725,0.009311199188232422
0.8310353746757512,-0.9582647963209581,0.009818077087402344
0.024149891881101615,1.9747213054053763,0.009081602096557617
0.07469477141275405,1.4416910739777316,0.009325027465820312
0.012906120732649962,2.2290249994812052,0.008792877197265625
0.32874713699164915,0.4433753340662739,0.008523225784301758
5.192809815479649e-06,4.408985043986114,0.00865483283996582
0.11985372526061466,1.1757183321218194,0.008522987365722656
0.011279622282474477,2.280817564681968,0.00939035415649414
0.03640978749579882,1.7939598656229307,0.008620023727416992
0.28662348207382626,0.5632759911481976,0.008531808853149414
0.11291425148499346,1.2111745798769633,0.008800745010375977
0.025335360047010758,1.9542579414911598,0.008664369583129883
0.16860586166110303,0.959689074998482,0.008652687072753906
0.19499626262648673,0.8596309198244986,0.008868932723999023
0.03579346870444722,1.8017360879002304,0.009551048278808594
0.0465207943963275,1.6795670206821485,0.009349584579467773
0.011893191441862072,2.2605621646339125,0.008932352066040039
0.2979539719400788,0.5302942339388161,0.00889444351196289
0.009101926646690517,2.3614453801381377,0.008507728576660156
0.0007426771948572108,3.1775297718882825,0.008505582809448242
0.4043891839476711,0.2420023169805558,0.008582830429077148
0.017820026794547417,2.101010396935166,0.009070396423339844
0.10973205877036363,1.2279543169202853,0.008330821990966797
0.0686149847367521,1.4861858491483833,0.008327960968017578
1.421772644061292e-07,5.133532084636198,0.008312225341796875
0.028510853027600036,1.9031443977830933,0.008430004119873047
0.7212776583274567,-0.5866412339410086,0.008271455764770508
0.3215048503473097,0.46349485664057666,0.008272171020507812
7.01950037438337e-05,3.8074801436999963,0.008326053619384766
0.03499274251045437,1.8120046046365121,0.009234189987182617
0.10058179068814121,1.2782435034324793,0.008321762084960938
0.09556047145201052,1.307270254051511,0.008326292037963867
0.9420344282466672,-1.5720836900031387,0.008538246154785156
0.09695992924956065,1.2990701426969715,0.00829005241394043
0.2347779123013154,0.7232019441058692,0.008019685745239258
0.3035649786701695,0.514174552995136,0.00811457633972168
0.06432382348760546,1.519456430644821,0.01609015464782715
0.3124346349249506,0.48896105387781735,0.02069687843322754
0.037069693095791556,1.7857522193677637,0.021788597106933594
0.050059357410764616,1.6442783715311944,0.016444683074951172
0.06720727088798073,1.4969182081895043,0.009232044219970703
0.019697478030637483,2.0600374992450123,0.008270502090454102
0.6120068350876962,-0.2845533835187268,0.008937358856201172
0.0007552626674279805,3.1726537907360814,0.009531736373901367
0.08395781921740086,1.3789322669568715,0.008427143096923828
0.2179973661013106,0.7789745067191238,0.008296728134155273
0.18001257817602023,0.915317153775585,0.008501291275024414
0.017380537523907336,2.111130749757588,0.008577585220336914
0.011095814499998635,2.2870718611289376,0.00817108154296875
0.19275692547349488,0.8677816982801777,0.008190155029296875
0.02198141567888734,2.014445023596606,0.008494377136230469
0.20803458859080326,0.8132597003993056,0.008284330368041992
0.03931238843028495,1.7587217758785354,0.008250713348388672
0.1421052147003996,1.0709088205858954,0.008531570434570312
0.10781698138481466,1.2382214429027,0.008510589599609375
0.16519822408418838,0.9733156469746332,0.008300304412841797
0.8520720480645781,-1.0453615425124008,0.008285284042358398
0.4556772652475377,0.11133017178190141,0.008205890655517578
0.1010750179115758,1.2754499294169215,0.009037971496582031
0.00042050262473403155,3.3389340607674303,0.008721590042114258
0.008657539836194772,2.379948033887588,0.008517026901245117
0.1962913315214364,0.8549430739838673,0.008508682250976562
0.0646358172925342,1.516980392340419,0.009668588638305664
0.20634064803569496,0.8191842560254579,0.009266853332519531
0.9794675696450534,-2.0428745252763867,0.009946107864379883
0.0020386654028325957,2.8721161473082333,0.010243654251098633
0.0043566593976204215,2.6231019772792146,0.008720874786376953
0.3152621012755559,0.48098916061011665,0.009447574615478516
0.1950774636300523,0.8593364365416521,0.00865626335144043
0.00012797784110063493,3.6562260364825807,0.009637594223022461
0.01727415077534078,2.113613386673886,0.009387969970703125
0.15263861047386573,1.025182209562351,0.009107112884521484
0.47982027867309507,0.050604650081097095,0.009813308715820312
0.0003393836364679048,3.3980148832134462,0.008813142776489258
0.0019398985454253115,2.887773040554918,0.009495019912719727
0.39361771268153734,0.26990229001244287,0.008843183517456055
0.008916942757252855,2.369049104555314,0.009003400802612305
0.004830230314682882,2.5877516374855247,0.009129762649536133
0.04752529257646798,1.6693371325974165,0.009404420852661133
0.27322519982897453,0.6030876231440432,0.008930444717407227
0.03101258431223386,1.866115780421032,0.008796215057373047
0.789198139867163,-0.8036420680553342,0.008834123611450195
0.0014931697337129402,2.969140573600911,0.008506536483764648
0.5022656573784829,-0.005679191374080317,0.008558988571166992
0.009204197097239297,2.3572994801302536,0.008480310440063477
0.01368496916698625,2.206200870922793,0.008513212203979492
0.02282279609730109,1.9986559501489298,0.008780956268310547
0.09095234843105549,1.334913383737582,0.008597373962402344
5.688034726414326e-05,3.859195954723177,0.008683204650878906
0.9048932618275414,-1.3099478554840598,0.008527278900146484
0.0006458463066554287,3.21781908971883,0.008826732635498047
0.38419777158010304,0.29447424206607176,0.008550882339477539
0.1278231670322565,1.1367415742971247,0.008517026901245117
0.24023992843413977,0.705530984291806,0.008651256561279297
